iter	MultiClass
0	1.027455403
1	0.9642047832
2	0.9071830404
3	0.8555981493
4	0.8088306818
5	0.7662309275
6	0.7272255194
7	0.691143337
8	0.6580129445
9	0.6272013926
10	0.5985156754
11	0.572236697
12	0.5474788544
13	0.5242809049
14	0.5025214494
15	0.4821100385
16	0.4630101028
17	0.4450750394
18	0.4281380618
19	0.4121547188
20	0.3970479408
21	0.3829147392
22	0.3694361866
23	0.3567566661
24	0.3447133533
25	0.3334013264
26	0.3226346099
27	0.3123821749
28	0.3026583594
29	0.2934490545
30	0.2846800544
31	0.2763681096
32	0.268440696
33	0.2609142429
34	0.2546212714
35	0.24868784
36	0.2421793773
37	0.236722315
38	0.2306877011
39	0.2257632584
40	0.2203789673
41	0.2159044704
42	0.2117258247
43	0.206828863
44	0.202137224
45	0.1983809498
46	0.194788449
47	0.191361514
48	0.1873363223
49	0.1835304776
50	0.1804937994
51	0.1769799985
52	0.1742190288
53	0.1709539336
54	0.1680630201
55	0.1650864218
56	0.1628318019
57	0.1601270981
58	0.1580636683
59	0.1557103158
60	0.1537337455
61	0.1515707635
62	0.1498268321
63	0.1476394964
64	0.1459816769
65	0.1439628699
66	0.1421998227
67	0.1404187774
68	0.1387885935
69	0.1371682552
70	0.1358643107
71	0.1342689649
72	0.133158182
73	0.1319997692
74	0.1306875046
75	0.1292378271
76	0.1280446219
77	0.1268482787
78	0.1258808594
79	0.1247514619
80	0.1237673491
81	0.1227205241
82	0.121642388
83	0.1206731349
84	0.1198149729
85	0.1189655005
86	0.1183546783
87	0.1175428674
88	0.1169349436
89	0.1163073557
90	0.1155773149
91	0.1148502853
92	0.1141126903
93	0.1136315569
94	0.113020657
95	0.1125936864
96	0.1121161457
97	0.1116636152
98	0.1111120897
99	0.1106424613
100	0.1102236167
101	0.109832693
102	0.1094006364
103	0.1088981996
104	0.1085896881
105	0.1083389102
106	0.1080498361
107	0.1076394285
108	0.1073986388
109	0.1072507463
110	0.1069909477
111	0.106738138
112	0.1064991729
113	0.1062596689
114	0.1060761671
115	0.1057956056
116	0.1055420697
117	0.1053110581
118	0.1051582909
119	0.1050119001
120	0.1048956636
121	0.1047039214
122	0.1045486775
123	0.1043215071
124	0.1041078567
125	0.1039412472
126	0.1037758115
127	0.1036461152
128	0.1035062815
129	0.1034094016
130	0.1032448532
131	0.1029870243
132	0.1028571778
133	0.1027666521
134	0.1026350024
135	0.102543647
136	0.1024025632
137	0.1022849123
138	0.1021724408
139	0.1019342265
140	0.1018064169
141	0.101652547
142	0.1015617682
143	0.1014933569
144	0.1013776313
145	0.1012639406
146	0.1010908237
147	0.1009279455
148	0.100839582
149	0.1007356556
150	0.1006250954
151	0.1005043701
152	0.1004316026
153	0.1003228742
154	0.1002116143
155	0.1001160752
156	0.100020533
157	0.09996117705
158	0.09983272762
159	0.0997238191
160	0.09963125906
161	0.09949778807
162	0.0994208274
163	0.09921824649
164	0.09917359211
165	0.09905413497
166	0.09885041349
167	0.09879801696
168	0.09870693176
169	0.09849501273
170	0.0982688365
171	0.09807347164
172	0.09798970976
173	0.09794430309
174	0.09785573404
175	0.09774696923
176	0.09769270517
177	0.09750429854
178	0.09742374255
179	0.09735689502
180	0.09730440373
181	0.09719681643
182	0.09710196461
183	0.09703540019
184	0.09695396293
185	0.09690441488
186	0.09683380449
187	0.09675528722
188	0.09668472516
189	0.09659608361
190	0.09653846335
191	0.09645551298
192	0.09639735667
193	0.09631412886
194	0.09612273714
195	0.09599788822
196	0.09589920934
197	0.09578203291
198	0.09571252844
199	0.09562824745
200	0.09556499195
201	0.09548856787
202	0.09542359786
203	0.09537470435
204	0.09528975601
205	0.09525681957
206	0.09520919568
207	0.09512619405
208	0.09504864013
209	0.09496902534
210	0.09489982002
211	0.09485070977
212	0.094809434
213	0.09476283567
214	0.09468051869
215	0.09462818421
216	0.09458698498
217	0.09451638438
218	0.09444241433
219	0.09440227308
220	0.09432521715
221	0.0942683376
222	0.0942189753
223	0.09412649706
224	0.09405459835
225	0.09398802352
226	0.09394779824
227	0.09387795152
228	0.09382250178
229	0.09375466916
230	0.09367639959
231	0.09363341098
232	0.09356243501
233	0.09349791222
234	0.09341445103
235	0.09338248533
236	0.09322898066
237	0.09317535253
238	0.09310947125
239	0.09305694489
240	0.09298040511
241	0.09287269698
242	0.09284154062
243	0.09279285006
244	0.09274555662
245	0.0926863775
246	0.09265815189
247	0.09260440867
248	0.09253651001
249	0.09248951131
250	0.09244407185
251	0.09234113261
252	0.09229389069
253	0.09225074336
254	0.09216235557
255	0.09209450904
256	0.09205104475
257	0.09200874387
258	0.09194589084
259	0.09190663649
260	0.0918429453
261	0.09181291316
262	0.09175734908
263	0.09168886601
264	0.09164905732
265	0.09157865934
266	0.09152006873
267	0.09147187255
268	0.09141518517
269	0.09134757029
270	0.09130534994
271	0.09124620662
272	0.09120161012
273	0.0911267264
274	0.09105634101
275	0.09096395172
276	0.0909038539
277	0.09085286022
278	0.0907003947
279	0.09064155729
280	0.09058259377
281	0.09051138288
282	0.09048811291
283	0.09042679075
284	0.09039969825
285	0.09034687946
286	0.09030592883
287	0.0902641757
288	0.09023009919
289	0.09019753456
290	0.09015545982
291	0.09008241913
292	0.09004931776
293	0.09000798796
294	0.08996445732
295	0.08984819717
296	0.08981071636
297	0.08974425056
298	0.08966727138
299	0.08960295889
300	0.08955635734
301	0.0895211658
302	0.08947192076
303	0.08940644076
304	0.08936855098
305	0.08931772267
306	0.08927096505
307	0.08924834862
308	0.08919961673
309	0.08916697302
310	0.08912005414
311	0.08909633909
312	0.08897487049
313	0.08894145116
314	0.08891461973
315	0.08886291399
316	0.08881556868
317	0.08876189615
318	0.08871516469
319	0.08868430545
320	0.08864514093
321	0.08860383201
322	0.08854663348
323	0.08852342923
324	0.08849121602
325	0.08846353874
326	0.08842325917
327	0.08837926343
328	0.0883329618
329	0.08830325939
330	0.08822433002
331	0.08818586079
332	0.08817029206
333	0.08814283719
334	0.08808853913
335	0.08805618704
336	0.08801176655
337	0.08797831525
338	0.08792577006
339	0.08789116264
340	0.08785256178
341	0.08781432576
342	0.08773606421
343	0.08769670373
344	0.0876686945
345	0.08765696612
346	0.0875452341
347	0.08752007529
348	0.08748886802
349	0.08743301677
350	0.08740085728
351	0.08733658905
352	0.08728128914
353	0.08721832266
354	0.08717183388
355	0.08713447225
356	0.08710939813
357	0.08704332839
358	0.08699044508
359	0.08696066222
360	0.08692850867
361	0.08689499586
362	0.08686134943
363	0.08683502201
364	0.08681514241
365	0.08677716288
366	0.08673700715
367	0.08670451101
368	0.08667478939
369	0.08663467007
370	0.08653045132
371	0.0864926321
372	0.08644679985
373	0.08640766598
374	0.08636280665
375	0.08630414274
376	0.08626056095
377	0.08621340731
378	0.08617478242
379	0.0861325524
380	0.08609060435
381	0.08607379359
382	0.08602766754
383	0.08600226381
384	0.08595391727
385	0.08592508132
