iter	MultiClass
0	1.027982154
1	0.9647516644
2	0.9077159176
3	0.8562954783
4	0.8096995303
5	0.7671873376
6	0.727935866
7	0.6918734539
8	0.6587793746
9	0.6280278273
10	0.5993949599
11	0.5726734
12	0.5477931415
13	0.5244542252
14	0.5026891017
15	0.482257261
16	0.4631276394
17	0.4451141576
18	0.4281874199
19	0.4121613137
20	0.3970738253
21	0.3828106622
22	0.3693284099
23	0.3565851496
24	0.3445274664
25	0.3332888015
26	0.3225344523
27	0.3123792655
28	0.3026356465
29	0.2934224516
30	0.2847265697
31	0.2764449942
32	0.2685648939
33	0.2610304146
34	0.2538358173
35	0.2469904956
36	0.2404941463
37	0.2343103458
38	0.2283967579
39	0.2227625706
40	0.2174511298
41	0.2125332148
42	0.2076286978
43	0.2029434283
44	0.1984813075
45	0.194319929
46	0.1902564297
47	0.1865856565
48	0.1831367471
49	0.1797838065
50	0.1766381421
51	0.1733738
52	0.1702111249
53	0.1673291707
54	0.1647272611
55	0.1620860474
56	0.159501914
57	0.1569283417
58	0.1547468198
59	0.1525853874
60	0.1505075987
61	0.1485567937
62	0.146461366
63	0.1446624462
64	0.1428298671
65	0.1412595426
66	0.1396691882
67	0.1380253269
68	0.1365692691
69	0.1351745694
70	0.1337096285
71	0.1324151508
72	0.1310424956
73	0.1297912647
74	0.1285484033
75	0.127519636
76	0.1264612358
77	0.1253982452
78	0.1243497622
79	0.123277886
80	0.1223308201
81	0.1214642903
82	0.1206395701
83	0.119748324
84	0.1188945615
85	0.118158657
86	0.1174905224
87	0.1167636575
88	0.1161980717
89	0.1156137031
90	0.1148989196
91	0.1142070657
92	0.1135793468
93	0.1130751357
94	0.1124560028
95	0.1119752586
96	0.1116402613
97	0.1110777026
98	0.1107338199
99	0.1103194216
100	0.1098710142
101	0.1094225573
102	0.1091949099
103	0.1087342819
104	0.1083286703
105	0.1080274439
106	0.1077899091
107	0.1076106708
108	0.1071721218
109	0.10689177
110	0.1066694494
111	0.1064346535
112	0.1061579494
113	0.1059111742
114	0.1057306497
115	0.1054792873
116	0.1053674388
117	0.1051504482
118	0.10505871
119	0.1048711816
120	0.1045721125
121	0.104452479
122	0.104160749
123	0.1040107382
124	0.1038898722
125	0.1036281314
126	0.1034788305
127	0.103261505
128	0.1031487804
129	0.1030735139
130	0.1028666586
131	0.1027197441
132	0.1025500602
133	0.1023844649
134	0.102246376
135	0.1020420759
136	0.1019134814
137	0.1018205207
138	0.1017194308
139	0.1016109399
140	0.1015434907
